burnName,date,y,x,lat,lon,predicted_prob
FOX,0726,823,342,44.466626870578175,-117.26046831415086,0.8714042901992798
FOX,0726,215,683,44.630638996988736,-117.13138730204537,0.9997539520263672
FOX,0726,594,618,44.528401174768995,-117.15599218705081,1.0
FOX,0726,824,487,44.46635711379132,-117.20558049375408,0.9998807907104492
FOX,0726,728,473,44.49225376532983,-117.21088000744757,1.0
FOX,0726,266,612,44.6168814008589,-117.15826340720515,0.5516685247421265
FOX,0726,349,516,44.59449158754956,-117.19460292967474,0.9312494397163391
FOX,0726,717,265,44.49522108998528,-117.289615639465,0.9935022592544556
FOX,0726,263,730,44.61769067121948,-117.11359607750296,0.9999854564666748
FOX,0726,402,629,44.580194477846014,-117.1518282834345,0.9999762773513794
FOX,0726,802,489,44.47229176310223,-117.20482342036931,0.9999769926071167
FOX,0726,820,383,44.46743614093875,-117.2449483097628,0.9999192953109741
FOX,0726,210,727,44.63198778092303,-117.11473168758013,0.9993494153022766
FOX,0726,853,454,44.45853416697239,-117.218072204603,0.651898980140686
FOX,0726,746,287,44.48739814316635,-117.28128783223238,0.9996736645698547
FOX,0726,554,645,44.53919144624337,-117.14577169635623,0.984613835811615
FOX,0726,742,462,44.48847717031379,-117.21504391106387,0.9999999403953552
FOX,0726,831,443,44.4644688162833,-117.22223610821932,0.9997961521148682
FOX,0726,311,685,44.60474234545023,-117.13063022866058,0.9987545609474182
FOX,0726,283,690,44.61229553548229,-117.12873754519862,0.9997919797897339
FOX,0726,199,695,44.634955105578484,-117.12684486173667,0.9994552135467529
FOX,0726,816,403,44.46851516808619,-117.23737757591498,0.9993118643760681
FOX,0726,331,608,44.59934720971304,-117.15977755397472,0.9986683130264282
FOX,0726,317,562,44.603123804729066,-117.17719024182473,0.9961279630661011
FOX,0726,748,486,44.48685862959264,-117.20595903044648,1.0
FOX,0726,337,626,44.59772866899188,-117.15296389351168,0.9982362389564514
FOX,0726,572,576,44.5343358240799,-117.17189072813125,0.9999038577079773
FOX,0726,336,564,44.59799842577874,-117.17643316843994,0.9997072815895081
FOX,0726,620,552,44.521387498310645,-117.18097560874864,0.9999231100082397
FOX,0726,800,375,44.47283127667594,-117.24797660330194,0.9999846816062927
FOX,0726,477,715,44.55996271883155,-117.11927412788883,0.9634993672370911
FOX,0726,760,437,44.483621548150325,-117.22450732837366,0.9997559189796448
FOX,0726,445,487,44.56859493601105,-117.20558049375408,0.999948263168335
FOX,0726,352,696,44.593682317188986,-117.12646632504428,0.9999358057975769
FOX,0726,520,642,44.548363176996595,-117.14690730643342,0.9563362002372742
FOX,0726,260,764,44.61849994158006,-117.10072582996165,0.8369607925415039
FOX,0726,454,531,44.56616712492932,-117.18892487928886,0.9998260140419006
FOX,0726,644,283,44.51491333542602,-117.28280197900195,0.9976751208305359
FOX,0726,586,298,44.53055922906387,-117.27712392861608,0.9998001456260681
FOX,0726,209,640,44.63225753770989,-117.1476643798182,0.9887380003929138
FOX,0726,201,735,44.634415592004764,-117.111703394041,0.9387661218643188
FOX,0726,329,610,44.59988672328676,-117.15902048058994,0.9982317090034485
FOX,0726,188,659,44.63792243023394,-117.14047218266276,0.8268183469772339
FOX,0726,546,611,44.54134950053825,-117.15864194389755,0.9999991655349731
FOX,0726,726,515,44.49279327890354,-117.19498146636712,1.0
FOX,0726,493,333,44.5556466102418,-117.26387514438238,0.9987708926200867
FOX,0726,456,700,44.5656276113556,-117.12495217827471,0.9975423216819763
FOX,0726,324,542,44.601235507221055,-117.18476097567256,0.9615848064422607
FOX,0726,546,636,44.54134950053825,-117.14917852658776,0.9960271120071411
FOX,0726,723,520,44.493602549264125,-117.19308878290518,1.0
FOX,0726,382,700,44.5855896135832,-117.12495217827471,0.7159177660942078
FOX,0726,507,325,44.55187001522577,-117.26690343792151,0.9994308948516846
FOX,0726,790,504,44.47552884454454,-117.19914536998344,0.9922876358032227
FOX,0726,712,533,44.496569873919576,-117.18816780590409,1.0
FOX,0726,824,486,44.46635711379132,-117.20595903044648,0.9999107718467712
FOX,0726,713,511,44.49630011713272,-117.19649561313669,1.0
FOX,0726,786,502,44.476607871691975,-117.19990244336822,0.978151261806488
FOX,0726,382,513,44.5855896135832,-117.19573853975191,0.992408275604248
FOX,0726,495,332,44.55510709666808,-117.26425368107476,0.9990525841712952
FOX,0726,646,569,44.5143738218523,-117.174540484978,0.583161473274231
FOX,0726,433,408,44.57183201745337,-117.23548489245302,0.998001217842102
FOX,0726,582,635,44.53163825621131,-117.14955706328016,0.9999971389770508
FOX,0726,234,644,44.625513618038404,-117.14615023304863,0.9996383786201477
FOX,0726,470,715,44.56185101633957,-117.11927412788883,0.9247785210609436
FOX,0726,391,670,44.583161802501465,-117.13630827904645,0.999933123588562
FOX,0726,329,707,44.59988672328676,-117.12230242142796,0.9995953440666199
FOX,0726,787,385,44.47633811490512,-117.24419123637801,0.9999175071716309
FOX,0726,843,455,44.461231734840986,-117.21769366791062,0.9998824596405029
FOX,0726,607,534,44.52489433653982,-117.18778926921169,0.9999644160270691
FOX,0726,270,759,44.61580237371146,-117.10261851342361,0.9942583441734314
FOX,0726,630,617,44.51868993044205,-117.1563707237432,0.9999771118164062
FOX,0726,594,598,44.528401174768995,-117.16356292089864,0.9995976090431213
FOX,0726,602,302,44.52624312047412,-117.27560978184651,0.9999077916145325
FOX,0726,801,487,44.472561519889084,-117.20558049375408,0.9999862313270569
FOX,0726,855,449,44.45799465339867,-117.21996488806496,0.6100274324417114
FOX,0726,798,336,44.47337079024966,-117.2627395343052,0.9997263550758362
FOX,0726,351,685,44.59395207397585,-117.13063022866058,0.9999889135360718
FOX,0726,670,292,44.50789965896767,-117.27939514877043,0.9994228482246399
FOX,0726,633,635,44.517880660081474,-117.14955706328016,0.9999593496322632
FOX,0726,733,516,44.49090498139553,-117.19460292967474,1.0
FOX,0726,607,614,44.52489433653982,-117.15750633382038,0.9998213052749634
FOX,0726,184,662,44.639001457381376,-117.13933657258558,0.9088978171348572
FOX,0726,728,274,44.49225376532983,-117.28620880923347,0.9997935891151428
FOX,0726,633,627,44.517880660081474,-117.15258535681929,0.9999836087226868
FOX,0726,439,514,44.570213476732214,-117.19536000305952,0.9999947547912598
FOX,0726,610,311,44.524085066179246,-117.27220295161499,0.9999122023582458
FOX,0726,448,354,44.567785665650476,-117.25592587384216,0.9552891850471497
FOX,0726,844,417,44.46096197805413,-117.23207806222149,0.9621585011482239
FOX,0726,223,616,44.62848094269386,-117.15674926043559,0.8325019478797913
FOX,0726,735,500,44.49036546782181,-117.200659516753,1.0
FOX,0726,741,402,44.48874692710065,-117.23775611260737,0.9997578859329224
FOX,0726,571,290,44.53460558086676,-117.28015222215521,0.9978784322738647
FOX,0726,495,327,44.55510709666808,-117.26614636453672,0.998550534248352
FOX,0726,453,392,44.56643688171618,-117.24154147953128,0.9979428052902222
FOX,0726,220,646,44.62929021305444,-117.14539315966385,0.9990342259407043
FOX,0726,818,476,44.46797565451247,-117.2097443973704,0.9999988675117493
FOX,0726,512,616,44.55052123129147,-117.15674926043559,0.9999951720237732
FOX,0726,405,520,44.57938520748544,-117.19308878290518,0.9944387078285217
FOX,0726,631,559,44.518420173655194,-117.1783258519019,0.9921528697013855
FOX,0726,717,371,44.49522108998528,-117.2494907500715,0.9997639060020447
FOX,0726,608,567,44.52462457975296,-117.17529755836277,0.935395359992981
FOX,0726,469,695,44.56212077312643,-117.12684486173667,0.8653947114944458
FOX,0726,675,268,44.506550875033376,-117.28848002938783,0.9672245979309082
FOX,0726,451,348,44.5669763952899,-117.2581970939965,0.906297504901886
FOX,0726,719,277,44.49468157641156,-117.2850731991563,0.9997547268867493
FOX,0726,585,291,44.53082898585073,-117.27977368546281,0.9986211657524109
FOX,0726,332,622,44.599077452926174,-117.15447804028125,0.9983406066894531
FOX,0726,747,452,44.487128386379496,-117.2188292779878,0.9999896883964539
FOX,0726,625,595,44.52003871437635,-117.16469853097581,0.6229475140571594
FOX,0726,785,496,44.47687762847884,-117.20217366352257,0.9987251162528992
FOX,0726,516,292,44.549442204144036,-117.27939514877043,0.9945256114006042
