burnName,date,y,x,lat,lon,predicted_prob
Crown_Creek,0912,508,624,48.79646411343361,-117.82727353693915,0.7205273
Crown_Creek,0912,584,627,48.77596259763229,-117.82604503984503,0.5553859
Crown_Creek,0912,520,619,48.79322703199129,-117.829321032096,0.57324916
Crown_Creek,0912,517,620,48.79403630235187,-117.82891153306464,0.6377188
Crown_Creek,0912,505,610,48.797273383794185,-117.83300652337836,0.8948235
Crown_Creek,0912,543,599,48.78702262589353,-117.83751101272345,0.934637
Crown_Creek,0912,518,622,48.79376654556501,-117.82809253500189,0.56976676
Crown_Creek,0912,560,607,48.782436760516916,-117.83423502047248,0.7475381
Crown_Creek,0912,503,623,48.797812897367905,-117.82768303597052,0.788861
Crown_Creek,0912,521,622,48.79295727520444,-117.82809253500189,0.52730614
Crown_Creek,0912,552,610,48.78459481481179,-117.83300652337836,0.54939634
Crown_Creek,0912,552,597,48.78459481481179,-117.8383300107862,0.9392489
Crown_Creek,0912,553,592,48.78432505802493,-117.84037750594305,0.9464254
Crown_Creek,0912,514,628,48.79484557271245,-117.82563554081366,0.72100294
Crown_Creek,0912,594,605,48.77326502976369,-117.83505401853522,0.74234277
Crown_Creek,0912,552,608,48.78459481481179,-117.8338255214411,0.67488474
Crown_Creek,0912,537,612,48.78864116661468,-117.83218752531562,0.56024987
Crown_Creek,0912,508,632,48.79646411343361,-117.82399754468817,0.6942063
Crown_Creek,0912,589,612,48.77461381369799,-117.83218752531562,0.5675797
Crown_Creek,0912,568,607,48.78027870622204,-117.83423502047248,0.6908122
Crown_Creek,0912,545,611,48.78648311231981,-117.83259702434698,0.61089987
Crown_Creek,0912,550,602,48.78513432838551,-117.83628251562934,0.913315
Crown_Creek,0912,517,613,48.79403630235187,-117.83177802628424,0.5725341
Crown_Creek,0912,508,614,48.79646411343361,-117.83136852725286,0.74669313
Crown_Creek,0912,521,611,48.79295727520444,-117.83259702434698,0.52909017
Crown_Creek,0912,503,616,48.797812897367905,-117.83054952919012,0.7149274
Crown_Creek,0912,534,613,48.78945043697526,-117.83177802628424,0.5256834
Crown_Creek,0912,509,613,48.79619435664675,-117.83177802628424,0.7940016
Crown_Creek,0912,595,610,48.772995272976836,-117.83300652337836,0.6917136
Crown_Creek,0912,531,606,48.79025970733584,-117.83464451950384,0.8912225
Crown_Creek,0912,551,596,48.784864571598646,-117.83873950981757,0.94329065
Crown_Creek,0912,546,610,48.78621335553295,-117.83300652337836,0.6344019
Crown_Creek,0912,595,613,48.772995272976836,-117.83177802628424,0.67377913
Crown_Creek,0912,524,609,48.79214800484385,-117.83341602240974,0.5874229
Crown_Creek,0912,577,606,48.777850895140304,-117.83464451950384,0.83734745
Crown_Creek,0912,513,609,48.79511532949931,-117.83341602240974,0.848642
Crown_Creek,0912,544,614,48.786752869106664,-117.83136852725286,0.57873094
Crown_Creek,0912,554,603,48.78405530123807,-117.83587301659796,0.92910993
Crown_Creek,0912,568,605,48.78027870622204,-117.83505401853522,0.89959824
Crown_Creek,0912,506,628,48.79700362700733,-117.82563554081366,0.7988346
Crown_Creek,0912,547,595,48.78594359874609,-117.83914900884893,0.94645363
Crown_Creek,0912,541,611,48.78756213946725,-117.83259702434698,0.638215
Crown_Creek,0912,532,610,48.78998995054898,-117.83300652337836,0.53345245
Crown_Creek,0912,581,606,48.77677186799286,-117.83464451950384,0.76963574
Crown_Creek,0912,561,608,48.78216700373005,-117.8338255214411,0.5681297
Crown_Creek,0912,531,608,48.79025970733584,-117.8338255214411,0.72680414
Crown_Creek,0912,592,614,48.77380454333741,-117.83136852725286,0.6168498
Crown_Creek,0912,525,623,48.791878248056996,-117.82768303597052,0.5367566
Crown_Creek,0912,520,629,48.79322703199129,-117.82522604178229,0.52778906
Crown_Creek,0912,551,598,48.784864571598646,-117.83792051175482,0.9383046
Crown_Creek,0912,515,623,48.79457581592559,-117.82768303597052,0.5214521
Crown_Creek,0912,547,594,48.78594359874609,-117.83955850788031,0.9456534
Crown_Creek,0912,520,627,48.79322703199129,-117.82604503984503,0.5200498
Crown_Creek,0912,595,595,48.772995272976836,-117.83914900884893,0.915999
Crown_Creek,0912,583,607,48.77623235441914,-117.83423502047248,0.6456046
Crown_Creek,0912,581,625,48.77677186799286,-117.82686403790778,0.5661235
Crown_Creek,0912,596,597,48.77272551618997,-117.8383300107862,0.89511704
Crown_Creek,0912,585,625,48.77569284084543,-117.82686403790778,0.5980997
Crown_Creek,0912,519,611,48.79349678877815,-117.83259702434698,0.61230624
Crown_Creek,0912,569,610,48.78000894943518,-117.83300652337836,0.5029933
Crown_Creek,0912,561,606,48.78216700373005,-117.83464451950384,0.81580275
Crown_Creek,0912,498,615,48.7991616813022,-117.8309590282215,0.82627577
Crown_Creek,0912,507,632,48.796733870220464,-117.82399754468817,0.7092925
Crown_Creek,0912,562,607,48.781897246943196,-117.83423502047248,0.610244
Crown_Creek,0912,582,626,48.77650211120601,-117.8264545388764,0.5708055
Crown_Creek,0912,507,624,48.796733870220464,-117.82727353693915,0.7226093
Crown_Creek,0912,520,621,48.79322703199129,-117.82850203403326,0.5490453
Crown_Creek,0912,580,622,48.77704162477973,-117.82809253500189,0.5609688
Crown_Creek,0912,510,614,48.79592459985989,-117.83136852725286,0.6651468
Crown_Creek,0912,508,627,48.79646411343361,-117.82604503984503,0.75843126
Crown_Creek,0912,507,611,48.796733870220464,-117.83259702434698,0.88508296
Crown_Creek,0912,502,615,48.79808265415476,-117.8309590282215,0.8002394
Crown_Creek,0912,595,592,48.772995272976836,-117.84037750594305,0.9378539
