burnName,date,y,x,lat,lon,predicted_prob
0449_PORCUPINE_RIDGE,0720,579,570,45.14872154796098,-120.315922843782,0.999332070350647
0449_PORCUPINE_RIDGE,0720,294,421,45.225602232215934,-120.3729317420827,0.9973623752593994
0449_PORCUPINE_RIDGE,0720,496,687,45.17111136127032,-120.271157467264,0.9991198182106018
0449_PORCUPINE_RIDGE,0720,315,490,45.21993733969188,-120.34653164823875,0.9992407560348511
0449_PORCUPINE_RIDGE,0720,574,721,45.15007033189528,-120.25814872536989,0.9953939318656921
0449_PORCUPINE_RIDGE,0720,591,290,45.14548446651867,-120.42305365938063,0.9992780685424805
0449_PORCUPINE_RIDGE,0720,523,384,45.163827928025114,-120.38708831414395,0.999733567237854
0449_PORCUPINE_RIDGE,0720,731,437,45.10771851635834,-120.36680998119135,0.8660488128662109
0449_PORCUPINE_RIDGE,0720,354,181,45.20941682500436,-120.46475815545296,0.8042376041412354
0449_PORCUPINE_RIDGE,0720,764,277,45.09881654239198,-120.42802759010486,0.9412458539009094
0449_PORCUPINE_RIDGE,0720,423,169,45.19080360671106,-120.46934947612147,0.5173220634460449
0449_PORCUPINE_RIDGE,0720,561,337,45.15357717012445,-120.4050709867623,0.9991554021835327
0449_PORCUPINE_RIDGE,0720,408,453,45.19484995851395,-120.3606882203,0.9998266696929932
0449_PORCUPINE_RIDGE,0720,322,187,45.218049042183864,-120.4624624951187,0.7340015769004822
0449_PORCUPINE_RIDGE,0720,726,417,45.10906730029264,-120.37446218230554,0.9991311430931091
0449_PORCUPINE_RIDGE,0720,597,239,45.14386592579751,-120.44256677222181,0.9999768733978271
0449_PORCUPINE_RIDGE,0720,447,178,45.184329443826435,-120.46590598562008,0.8017562031745911
0449_PORCUPINE_RIDGE,0720,559,734,45.15411668369817,-120.25317479464567,0.9991810917854309
0449_PORCUPINE_RIDGE,0720,511,767,45.16706500946743,-120.24054866280726,0.8428122401237488
0449_PORCUPINE_RIDGE,0720,348,451,45.21103536572552,-120.36145344041142,0.9992461800575256
0449_PORCUPINE_RIDGE,0720,329,393,45.216160744675854,-120.38364482364257,0.999325692653656
0449_PORCUPINE_RIDGE,0720,299,478,45.22425344828164,-120.35112296890728,0.9975062608718872
0449_PORCUPINE_RIDGE,0720,312,265,45.22074661005246,-120.43261891077337,0.9975982308387756
0449_PORCUPINE_RIDGE,0720,470,638,45.17812503772866,-120.28990535999377,0.5607021450996399
0449_PORCUPINE_RIDGE,0720,742,388,45.10475119170289,-120.38555787392112,0.995388388633728
0449_PORCUPINE_RIDGE,0720,620,425,45.13766151969974,-120.37140130185986,0.9994668364524841
0449_PORCUPINE_RIDGE,0720,498,146,45.1705718476966,-120.47814950740279,0.9156842827796936
0449_PORCUPINE_RIDGE,0720,579,362,45.14872154796098,-120.39550573536955,0.9992202520370483
0449_PORCUPINE_RIDGE,0720,475,721,45.176776253794365,-120.25814872536989,0.9851882457733154
0449_PORCUPINE_RIDGE,0720,498,336,45.1705718476966,-120.405453596818,0.9964913725852966
0449_PORCUPINE_RIDGE,0720,310,428,45.22128612362618,-120.37025347169273,0.9988111257553101
0449_PORCUPINE_RIDGE,0720,621,202,45.137391762912884,-120.45672334428306,0.711490273475647
0449_PORCUPINE_RIDGE,0720,457,286,45.18163187595784,-120.42458409960348,0.999598503112793
0449_PORCUPINE_RIDGE,0720,568,731,45.15168887261644,-120.2543226248128,0.9984273314476013
0449_PORCUPINE_RIDGE,0720,688,194,45.1193180581933,-120.45978422472874,0.9678127765655518
0449_PORCUPINE_RIDGE,0720,233,581,45.242057396214356,-120.3117141331692,0.7936159372329712
0449_PORCUPINE_RIDGE,0720,509,250,45.16760452304115,-120.43835806160901,0.9991429448127747
0449_PORCUPINE_RIDGE,0720,533,851,45.16113036015652,-120.20840941812767,0.9956993460655212
0449_PORCUPINE_RIDGE,0720,237,563,45.24097836906692,-120.31860111417197,0.952316403388977
0449_PORCUPINE_RIDGE,0720,419,443,45.1918826338585,-120.3645143208571,0.9999015927314758
